Clima,TraficoPico,RiesgoRuta,Distancia_km,TiempoEstimado_min,TiempoReal_min,Demora_min,TipoCarga,Peso_kg,ExperienciaConductor_anios,AntiguedadCamion_anios,FallasMecanicas,NivelCombustible_pct,HorarioSalida,EntregaATiempo
1,2,0,237.83,259.5,304.6,45.2,1,12479,8,5,0,0,0,0
0,0,2,152.62,228.9,270.3,41.3,1,9072,5,3,0,0,0,0
0,1,2,259.63,259.6,337.9,78.3,0,7884,3,7,1,0,1,0
2,2,1,304.98,406.6,453.3,46.6,2,10583,5,4,0,0,2,0
1,2,1,267.85,292.2,342.3,50.1,1,7508,7,8,0,0,0,0
1,0,0,349.6,524.4,602.7,78.3,1,7387,7,6,0,0,0,0
2,0,0,274.51,411.8,490.7,78.9,1,8755,7,6,0,0,0,0
1,2,2,299.74,359.7,399.0,39.4,0,5399,7,7,0,0,0,0
0,2,1,293.0,319.6,329.9,10.3,1,8427,8,4,0,0,0,1
0,2,1,258.29,281.8,320.3,38.6,1,13849,5,9,0,0,1,0
0,2,2,282.61,376.8,421.5,44.7,2,15202,5,6,0,0,0,0
1,2,2,327.79,357.6,382.8,25.2,1,9770,3,5,0,0,2,1
2,0,0,164.54,246.8,325.2,78.4,1,12879,5,4,0,0,0,0
0,1,1,227.02,209.6,216.6,7.0,1,6938,9,6,0,0,1,1
0,1,1,185.08,185.1,190.8,5.7,0,8790,6,6,0,0,0,1
0,2,2,299.35,326.6,374.6,48.1,1,7849,5,4,0,0,0,0
2,2,2,156.66,170.9,232.5,61.6,1,14010,2,2,0,0,0,0
0,2,1,288.71,315.0,328.8,13.9,1,13999,5,7,0,0,1,1
0,1,2,281.78,281.8,281.8,0.0,0,6779,9,3,0,0,2,1
0,2,1,337.04,404.4,433.4,28.9,0,4490,2,2,0,0,0,1
0,0,2,89.82,134.7,167.3,32.6,1,8290,7,6,0,0,1,0
0,1,1,251.27,231.9,246.5,14.6,1,7580,10,3,0,0,1,1
0,2,1,267.35,320.8,356.4,35.6,0,6135,6,4,0,0,0,0
0,0,0,324.66,487.0,520.7,33.7,1,6480,10,6,0,0,2,0
0,1,1,318.35,293.9,320.7,26.8,1,10255,5,7,0,0,0,1
0,2,1,205.0,223.6,230.9,7.2,1,6648,9,3,0,0,2,1
0,1,2,206.91,191.0,214.6,23.6,1,9443,11,7,0,0,1,1
0,0,1,75.07,112.6,202.9,90.3,1,12338,8,3,1,0,0,0
1,2,2,341.49,372.5,417.8,45.3,1,9966,9,2,0,0,1,0
0,0,2,100.34,150.5,168.0,17.5,1,8101,7,4,0,0,0,1
0,1,1,256.41,236.7,260.1,23.4,1,10354,6,6,0,0,1,1
0,2,2,280.57,336.7,342.7,6.0,0,8241,9,5,0,0,2,1
0,2,1,160.01,174.6,195.4,20.8,1,6903,9,6,0,0,1,1
0,1,1,81.81,75.5,91.7,16.2,1,7924,6,5,0,0,0,1
0,1,1,74.25,74.2,142.7,68.4,0,8318,8,15,1,0,0,0
1,1,0,301.21,278.0,299.9,21.9,1,10014,6,4,0,0,1,1
0,0,1,179.38,307.5,329.5,22.0,0,5919,6,4,0,0,1,1
0,2,0,40.65,44.3,82.5,38.2,1,8932,4,8,0,0,1,0
0,2,1,253.79,304.5,331.0,26.5,0,7821,3,9,0,0,0,1
0,2,1,95.06,103.7,121.3,17.6,1,12720,11,6,0,0,1,1
0,2,2,307.97,336.0,365.1,29.1,1,7256,9,1,0,0,1,1
1,2,2,115.25,125.7,166.0,40.2,1,10048,3,5,0,0,1,0
1,2,2,78.09,85.2,93.3,8.1,1,8720,9,2,0,0,0,1
0,2,0,38.85,42.4,68.2,25.8,1,10407,5,7,0,0,0,1
0,1,2,183.92,183.9,203.2,19.2,0,4289,9,5,0,0,0,1
0,0,2,160.53,275.2,310.1,34.9,0,6582,6,4,0,0,2,0
0,0,2,265.1,397.6,426.5,28.9,1,12446,5,6,0,0,2,1
1,2,2,167.96,201.6,229.1,27.6,0,6310,11,8,0,0,2,1
0,2,2,126.9,152.3,192.5,40.2,0,6646,7,7,0,0,0,0
0,1,1,98.96,99.0,110.4,11.4,0,8667,5,6,0,0,1,1
2,0,1,114.36,196.0,245.7,49.7,0,6651,3,3,0,0,2,0
0,0,2,316.77,543.0,594.2,51.2,0,5072,8,6,0,0,0,0
0,0,1,74.77,112.2,152.5,40.4,1,11203,6,5,0,0,0,0
1,2,2,345.98,415.2,466.3,51.1,0,4752,7,2,0,0,0,0
0,1,1,121.15,132.2,143.3,11.1,2,12080,4,3,0,0,1,1
0,1,1,40.05,37.0,62.2,25.2,1,9463,3,7,1,0,0,1
0,1,1,94.55,87.3,87.3,0.0,1,7724,9,3,0,0,0,1
2,1,2,29.86,30.0,78.2,48.2,1,10068,7,6,0,0,1,0
0,1,0,278.61,303.9,317.2,13.2,2,11720,7,5,0,0,1,1
0,0,1,187.44,281.2,317.6,36.5,1,15694,9,5,0,0,2,0
0,1,1,124.58,124.6,147.8,23.2,0,8619,3,5,0,0,1,1
0,1,1,235.1,235.1,252.5,17.4,0,4278,3,5,0,0,2,1
1,0,2,228.61,457.2,491.8,34.6,2,11371,11,3,0,0,1,0
0,2,1,329.56,359.5,398.0,38.5,1,13599,2,8,0,0,2,0
0,2,2,336.83,404.2,436.4,32.2,0,5640,7,3,0,0,0,0
0,2,1,241.43,289.7,322.6,32.9,0,5933,7,7,0,0,2,0
1,0,0,286.99,430.5,506.1,75.6,1,4232,5,8,0,0,2,0
0,2,1,279.42,335.3,365.0,29.7,0,6877,6,4,0,0,1,1
1,2,2,177.04,193.1,226.6,33.4,1,11120,12,7,0,0,0,0
1,2,1,249.52,299.4,354.5,55.1,0,7945,5,3,0,0,0,1
0,2,1,36.61,39.9,42.9,3.0,1,12588,4,5,0,0,0,1
1,2,2,267.73,292.1,323.7,31.7,1,7203,4,3,0,0,0,0
1,2,2,337.02,367.7,407.6,39.9,1,8144,5,5,0,0,0,0
0,1,1,38.89,35.9,49.0,13.1,1,9299,4,8,0,0,0,1
2,2,2,294.28,321.0,365.1,44.1,1,12985,5,3,0,0,0,0
0,1,1,327.21,327.2,339.0,11.8,0,5344,8,6,0,0,2,1
1,1,0,86.9,80.2,98.9,18.7,1,9728,4,4,0,0,1,1
2,1,2,188.44,173.9,230.0,56.0,1,10937,5,5,0,0,2,0
0,0,1,332.83,570.6,626.2,55.6,0,4624,8,4,0,0,0,0
1,2,2,336.48,403.8,454.3,50.5,0,6550,8,7,0,0,0,0
0,2,1,53.48,58.3,72.0,13.6,1,10904,4,10,0,0,0,1
1,0,2,121.4,242.8,309.0,66.2,2,9538,12,5,0,0,2,0
1,1,2,247.37,228.3,268.1,39.8,1,13219,5,4,0,0,0,0
0,2,2,85.33,102.4,130.9,28.5,0,4410,7,6,0,0,1,1
0,2,2,120.42,131.4,149.8,18.4,1,8390,6,5,0,0,0,1
0,1,1,17.92,30.0,32.9,2.9,0,5657,6,1,0,0,0,1
0,2,1,62.2,82.9,102.0,19.0,2,12804,6,4,0,0,0,1
0,0,2,197.51,338.6,384.0,45.4,0,4679,7,2,0,0,0,0
0,1,1,232.05,214.2,225.1,10.9,1,7193,5,7,0,0,0,1
0,2,1,230.63,276.8,300.7,23.9,0,3700,5,4,0,0,2,1
0,1,1,274.64,253.5,265.0,11.5,1,14772,2,5,0,0,0,1
1,2,2,151.2,181.4,225.4,43.9,0,6433,3,6,0,0,0,0
1,2,1,102.99,123.6,161.2,37.6,0,7479,2,5,0,0,0,0
1,2,0,15.3,30.0,76.6,46.6,2,14042,7,6,0,0,2,0
0,2,1,80.25,87.5,114.5,27.0,1,8129,7,4,0,0,1,1
1,1,0,116.21,107.3,158.4,51.1,1,9299,2,8,0,0,1,0
0,2,1,70.59,77.0,94.0,17.0,1,8898,2,4,0,0,1,1
0,2,2,16.85,30.0,60.7,30.7,1,5198,9,8,0,0,2,0
0,2,1,63.53,69.3,69.3,0.0,1,9658,9,6,0,0,0,1
1,1,2,236.47,218.3,245.3,27.0,1,8894,6,2,0,0,1,1
0,2,1,224.06,268.9,296.0,27.2,0,5008,6,7,0,0,2,1
0,2,2,328.13,358.0,386.8,28.9,1,8806,6,6,0,0,0,1
2,1,0,281.38,259.7,314.1,54.3,1,8099,7,3,0,0,0,0
0,1,1,203.04,187.4,199.8,12.4,1,11187,4,5,0,0,1,1
0,2,1,56.77,68.1,83.6,15.5,0,9129,1,7,0,0,0,1
2,2,2,201.78,242.1,307.1,65.0,0,10493,3,5,0,0,0,0
0,1,0,30.94,30.0,56.2,26.2,1,10237,7,6,0,0,0,1
0,0,0,155.06,232.6,284.0,51.4,1,8506,4,10,0,0,0,0
1,2,1,142.69,155.7,196.8,41.1,1,10542,7,4,0,0,1,0
1,2,1,155.46,169.6,190.1,20.5,1,4048,3,5,0,0,0,1
0,2,1,105.14,114.7,128.9,14.2,1,14259,10,4,0,0,1,1
1,2,1,243.18,265.3,302.7,37.5,1,9686,8,6,0,0,0,0
0,2,1,295.92,394.6,427.2,32.7,2,11784,7,4,0,0,0,0
0,0,0,275.59,413.4,480.6,67.3,1,6827,6,8,0,0,0,0
0,2,1,223.44,268.1,282.6,14.5,0,5301,2,3,0,0,2,1
0,2,2,193.04,210.6,231.4,20.8,1,9915,6,1,0,0,0,1
1,2,0,20.57,30.0,79.7,49.7,2,14084,6,5,0,0,1,0
1,2,2,255.8,341.1,369.2,28.2,2,12798,8,6,0,0,2,1
0,1,1,195.29,195.3,227.6,32.3,0,5116,3,6,0,0,1,0
0,2,1,102.05,111.3,134.6,23.3,1,7430,1,6,0,0,0,1
0,2,1,121.47,132.5,132.5,0.0,1,5287,9,2,0,0,0,1
1,0,0,333.84,572.3,648.9,76.6,0,7665,7,5,0,0,1,0
0,2,2,222.28,266.7,302.9,36.2,0,5750,3,3,0,0,1,0
1,2,1,171.81,187.4,219.5,32.1,1,5557,4,6,0,0,1,0
0,0,0,217.1,325.7,353.4,27.8,1,8048,6,2,0,0,1,1
0,2,1,150.67,164.4,164.4,0.0,1,10077,2,5,0,0,0,1
1,1,1,169.86,169.9,212.8,43.0,0,6237,9,8,0,0,1,0
1,1,0,108.71,108.7,142.5,33.8,0,4063,5,5,0,0,1,0
0,1,1,159.55,159.6,166.8,7.2,0,6507,5,2,0,0,2,1
1,1,1,243.1,243.1,276.9,33.8,0,7274,4,4,0,0,1,0
2,2,2,23.58,30.0,57.7,27.7,1,9917,6,5,0,0,0,1
0,2,1,280.31,305.8,338.3,32.5,1,15264,6,9,0,0,1,0
0,2,1,106.21,115.9,146.7,30.9,1,5693,5,4,0,0,1,0
0,1,1,242.07,242.1,256.7,14.6,0,5195,6,1,0,0,0,1
1,2,2,228.53,249.3,283.4,34.1,1,8162,9,1,0,0,1,0
0,1,1,231.89,214.1,222.6,8.5,1,11234,9,6,0,0,0,1
0,0,1,215.35,323.0,356.4,33.4,1,6553,2,6,0,0,0,0
0,1,1,336.09,310.2,368.1,57.9,1,10909,4,6,1,0,1,0
1,2,0,182.84,199.5,234.4,34.9,1,10449,2,5,0,0,0,0
0,2,2,258.99,282.5,322.1,39.6,1,11033,8,6,0,0,1,0
1,2,2,249.85,272.6,315.1,42.5,1,10988,7,6,0,0,0,0
0,2,1,90.33,108.4,127.6,19.2,0,7519,7,7,0,0,2,1
2,2,0,106.32,116.0,191.3,75.3,1,8877,7,7,0,0,1,0
0,1,2,154.17,142.3,173.7,31.4,1,10325,7,5,0,0,1,0
0,0,0,109.04,163.6,191.9,28.4,1,7159,6,4,0,0,0,1
1,2,2,134.69,161.6,202.5,40.9,0,4230,9,4,0,0,2,1
2,2,0,142.93,155.9,218.4,62.5,1,13412,8,5,0,0,0,0
0,0,1,207.05,354.9,398.1,43.2,0,6511,4,3,0,0,1,0
0,0,1,93.75,187.5,235.6,48.1,2,15924,5,5,0,0,0,0
1,1,1,283.46,283.5,326.0,42.6,0,3434,2,7,0,0,0,0
1,1,1,158.76,146.5,278.8,132.2,1,11937,2,13,1,0,1,0
0,1,1,250.12,250.1,269.0,18.9,0,6954,5,5,0,0,0,1
0,1,1,37.69,34.8,34.8,0.0,1,11228,9,6,0,0,0,1
1,2,2,169.79,185.2,225.5,40.3,1,8855,2,5,0,0,0,0
1,0,0,27.32,41.0,118.9,77.9,1,7500,4,5,0,0,0,0
1,0,0,235.24,352.9,435.8,82.9,1,8373,7,9,0,0,2,0
0,2,1,126.86,138.4,158.3,19.9,1,11592,5,2,0,0,1,1
0,2,1,332.75,363.0,375.7,12.7,1,10828,6,4,0,0,0,1
2,0,0,112.51,168.8,276.4,107.6,1,8680,8,7,0,0,1,0
1,0,2,197.56,296.3,352.5,56.1,1,6152,4,6,0,0,1,0
1,1,0,97.51,90.0,135.6,45.6,1,6329,6,4,0,0,1,0
0,2,1,220.84,294.5,347.9,53.4,2,11977,3,11,0,0,1,0
0,0,2,171.5,257.3,301.4,44.2,1,5806,5,4,0,0,0,0
1,2,2,136.01,163.2,218.6,55.4,0,8562,2,2,0,0,0,0
0,2,2,79.25,86.5,111.5,25.1,1,15703,8,7,0,0,1,1
2,0,0,51.83,77.8,156.3,78.6,1,10149,7,6,0,0,1,0
0,0,2,52.45,78.7,113.1,34.5,1,10856,2,4,0,0,1,0
1,0,0,350.06,525.1,590.8,65.7,1,6347,3,4,0,0,0,0
1,2,0,150.19,163.8,204.7,40.8,1,5932,5,5,0,0,2,0
0,1,2,10.66,30.0,39.9,9.9,1,10990,8,4,0,0,0,1
0,2,1,334.0,364.4,398.4,34.0,1,8294,2,4,0,0,1,0
1,2,1,16.79,30.0,56.8,26.8,1,11934,8,7,0,0,0,1
0,2,2,152.32,166.2,194.4,28.2,1,9358,6,3,0,0,1,1
0,2,2,253.94,277.0,284.6,7.6,1,17891,0,3,0,0,2,1
1,2,0,320.96,350.1,415.9,65.8,1,7819,6,5,0,0,0,0
2,2,2,252.38,275.3,334.1,58.7,1,9973,8,3,0,0,1,0
0,2,2,167.63,182.9,212.6,29.7,1,7015,9,6,0,0,1,1
0,2,2,341.31,372.3,405.1,32.8,1,11830,6,6,0,0,0,0
0,2,2,23.37,30.0,69.6,39.6,1,10351,7,7,0,0,0,0
0,1,1,345.54,319.0,336.4,17.4,1,6847,3,1,0,0,1,1
0,1,1,298.79,326.0,344.1,18.2,2,11261,11,5,0,0,0,1
0,0,2,323.71,485.6,550.6,65.0,1,12680,5,4,0,0,0,0
1,2,2,96.62,105.4,120.4,14.9,1,12379,10,5,0,0,2,1
0,1,1,58.44,53.9,59.1,5.1,1,5714,5,6,0,0,1,1
2,2,2,235.53,314.0,367.6,53.6,2,13021,5,11,0,0,1,0
0,2,2,185.39,222.5,236.9,14.4,0,5488,9,4,0,0,1,1
0,1,1,187.88,187.9,209.3,21.5,0,6461,3,8,0,0,1,1
1,2,2,324.37,432.5,487.3,54.8,2,17431,6,6,0,0,1,0
1,1,2,220.83,203.8,338.1,134.2,1,11817,2,5,1,0,0,0
0,2,0,115.76,154.3,201.6,47.2,2,12886,8,2,0,0,0,0
0,1,1,146.02,134.8,154.1,19.3,1,6901,8,5,0,0,1,1
0,1,1,55.39,55.4,59.6,4.2,0,6962,10,4,0,0,2,1
0,1,1,75.39,69.6,136.0,66.4,1,12262,4,5,1,0,0,0
0,2,1,58.74,64.1,73.6,9.5,1,11799,4,5,0,0,2,1
0,1,1,285.5,311.5,337.6,26.2,2,8930,5,3,0,0,1,1
0,0,0,243.25,364.9,409.7,44.8,1,8902,4,5,0,0,0,1
0,1,1,190.32,207.6,246.5,38.9,2,13866,4,3,0,0,0,0
2,2,1,137.29,149.8,182.6,32.8,1,8868,8,2,0,0,0,0
1,2,0,237.29,284.7,340.1,55.4,0,3151,6,2,0,0,1,0
0,2,1,286.39,381.9,400.5,18.6,2,12022,8,5,0,0,0,1
0,1,1,309.62,285.8,297.6,11.8,1,13492,8,4,0,0,0,1
0,0,2,199.64,399.3,444.4,45.2,2,12950,7,4,0,0,0,0
0,0,1,283.1,424.6,451.5,26.8,1,8343,4,5,0,0,2,1
1,1,1,183.84,183.8,216.1,32.2,0,6772,5,5,0,0,0,0
1,1,0,171.34,158.2,200.4,42.3,1,12680,5,9,0,0,0,0
2,0,0,301.99,453.0,536.1,83.1,1,7892,6,2,0,0,0,0
2,2,0,141.37,169.6,228.7,59.0,0,7158,9,3,0,0,0,0
2,1,0,144.61,133.5,183.4,49.9,1,12298,3,3,0,0,0,0
2,1,1,113.67,104.9,154.0,49.1,1,5146,6,8,0,0,1,0
0,2,2,186.36,203.3,229.4,26.1,1,5018,8,4,0,0,1,1
0,2,1,195.25,234.3,267.7,33.4,0,5872,7,7,0,0,0,0
0,2,1,234.56,255.9,264.2,8.3,1,9256,8,6,0,0,2,1
0,0,2,154.53,264.9,304.9,40.0,0,6903,5,1,0,0,0,0
0,2,1,84.06,112.1,121.4,9.3,2,11560,7,4,0,0,2,1
1,2,1,304.73,332.4,370.5,38.1,1,9666,10,4,0,0,0,0
1,2,2,127.64,139.2,164.2,24.9,1,7799,4,8,0,0,2,1
0,2,1,323.8,388.6,414.2,25.6,0,6716,7,4,0,0,2,1
0,1,1,80.5,74.3,74.3,0.0,1,10074,8,5,0,0,2,1
0,1,1,200.42,185.0,190.3,5.3,1,11821,8,3,0,0,0,1
0,2,2,192.45,230.9,323.6,92.6,0,5909,7,6,1,0,1,0
1,2,1,291.74,318.3,363.2,45.0,1,5338,4,3,0,0,2,0
0,1,1,57.21,52.8,54.2,1.4,1,10150,7,10,0,0,1,1
1,2,1,319.38,383.3,424.5,41.2,0,6220,10,5,0,0,0,0
0,2,1,190.69,208.0,222.7,14.7,1,6475,7,5,0,0,0,1
0,2,2,209.28,228.3,275.4,47.1,1,9358,7,5,0,0,0,0
0,2,2,183.46,200.1,217.3,17.2,1,5912,8,4,0,0,0,1
1,0,1,17.27,30.0,80.9,50.9,0,7442,6,4,0,0,0,0
1,2,2,179.01,214.8,258.4,43.6,0,7068,10,4,0,0,1,0
0,1,2,99.61,91.9,96.0,4.1,1,7768,5,4,0,0,0,1
2,2,2,126.51,138.0,173.8,35.7,1,5736,5,5,0,0,0,0
0,2,1,230.69,251.7,260.9,9.2,1,5680,7,8,0,0,0,1
1,1,2,179.22,165.4,184.1,18.6,1,4285,7,5,0,0,2,1
0,1,2,41.69,38.5,49.4,10.9,1,10191,10,7,0,0,1,1
0,1,1,34.83,38.0,68.3,30.3,2,14908,6,7,0,0,1,0
1,2,0,73.12,79.8,119.5,39.7,1,10481,8,1,0,0,1,0
0,2,2,74.9,89.9,102.5,12.7,0,8243,12,5,0,0,1,1
0,1,1,216.82,200.1,217.7,17.5,1,11515,6,6,0,0,0,1
0,0,1,71.09,106.6,136.1,29.4,1,10767,7,7,0,0,1,0
0,0,2,315.8,473.7,497.2,23.5,1,9018,8,4,0,0,0,1
1,1,1,81.32,75.1,89.6,14.5,1,8608,2,3,0,0,1,1
1,0,2,46.65,80.0,136.0,56.1,0,6888,8,6,0,0,0,0
1,1,1,307.75,335.7,359.2,23.5,2,11853,14,2,0,0,2,1
0,0,2,114.23,195.8,246.5,50.7,0,6009,5,2,0,0,1,0
0,0,2,149.2,223.8,255.5,31.7,1,11845,8,7,0,0,0,0
0,1,2,336.07,336.1,351.0,14.9,0,6950,9,2,0,0,1,1
0,2,1,331.09,361.2,384.0,22.9,1,10347,6,4,0,0,0,1
0,0,0,262.68,525.4,568.8,43.5,2,11747,4,6,0,0,0,0
2,0,0,27.99,42.0,108.8,66.8,1,10825,10,9,0,0,2,0
1,0,0,206.47,309.7,471.2,161.5,1,6923,8,3,1,0,1,0
1,2,2,346.29,377.8,414.9,37.1,1,10726,7,6,0,0,1,0
0,1,1,331.95,306.4,335.7,29.3,1,16423,6,2,0,0,0,1
0,0,0,43.26,64.9,103.9,39.0,1,7575,10,3,0,0,0,0
0,2,2,144.63,192.8,230.7,37.9,2,16930,7,7,0,0,0,0
0,2,2,117.28,140.7,157.0,16.3,0,8249,4,1,0,0,1,1
0,2,1,54.11,72.1,94.9,22.8,2,17848,5,4,0,0,1,1
0,2,1,246.23,268.6,281.0,12.3,1,7011,6,4,0,0,0,1
0,1,1,103.11,95.2,103.7,8.6,1,14912,4,6,0,0,0,1
2,2,0,127.25,138.8,233.4,94.6,1,10232,7,3,0,0,0,0
0,1,1,40.72,37.6,50.0,12.4,1,7585,4,3,0,0,0,1
2,2,0,179.31,195.6,277.2,81.6,1,8491,5,9,0,0,0,0
0,0,1,60.14,90.2,112.8,22.6,1,10077,7,5,0,0,0,1
0,2,1,156.91,171.2,198.8,27.6,1,8978,5,7,0,0,0,1
0,2,1,58.74,64.1,66.2,2.1,1,9865,5,2,0,0,0,1
0,2,1,334.31,364.7,381.8,17.1,1,13434,7,6,0,0,0,1
0,0,2,50.71,86.9,148.9,62.0,0,7100,4,8,0,0,1,0
0,2,2,187.44,204.5,223.9,19.4,1,10612,3,4,0,0,2,0
2,2,0,76.97,102.6,151.2,48.5,2,11099,8,4,0,0,0,1
0,1,1,35.96,33.2,33.2,0.0,1,7752,6,4,0,0,0,1
1,1,1,78.78,78.8,111.1,32.3,0,5250,8,3,0,0,1,0
0,2,2,28.62,34.3,54.4,20.0,0,7281,6,5,0,0,0,1
0,0,1,51.56,88.4,130.7,42.3,0,6786,2,3,0,0,0,0
0,2,2,177.78,213.3,234.6,21.3,0,5754,6,7,0,0,0,1
0,1,1,231.62,231.6,243.1,11.5,0,6332,6,1,0,0,0,1
2,0,0,47.91,82.1,134.9,52.7,0,8629,9,5,0,0,2,0
1,2,1,159.95,174.5,201.9,27.4,1,4724,4,5,0,0,2,1
1,0,0,203.84,305.8,362.9,57.1,1,13827,8,5,0,0,0,0
0,1,0,89.64,89.6,119.3,29.6,0,8401,4,9,0,0,0,1
0,2,1,136.51,148.9,160.1,11.2,1,9049,4,2,0,0,2,1
2,0,0,31.08,46.6,151.0,104.4,1,14488,6,4,0,0,1,0
0,1,1,84.84,78.3,175.1,96.7,1,11555,8,6,1,0,2,0
0,2,1,168.7,184.0,194.0,9.9,1,13423,5,4,0,0,1,1
0,0,0,355.14,532.7,589.3,56.5,1,6050,9,5,0,0,0,0
1,1,1,348.73,348.7,372.1,23.4,0,4857,8,5,0,0,0,1
1,1,1,343.07,343.1,435.0,91.9,0,6583,9,5,1,0,0,0
1,2,1,153.85,184.6,310.8,126.1,0,4355,11,8,1,0,2,0
1,2,2,37.43,40.8,69.7,28.9,1,12124,7,6,0,0,0,1
0,1,2,120.01,110.8,149.0,38.2,1,4923,6,5,0,0,1,1
2,2,0,90.82,99.1,164.4,65.4,1,10759,6,5,0,0,1,0
0,2,2,14.8,30.0,42.5,12.5,1,11473,5,4,0,0,2,1
1,1,1,42.38,42.4,66.5,24.1,0,2560,10,3,0,0,1,1
0,2,2,164.09,179.0,206.0,27.0,1,7983,8,3,0,0,0,1
2,0,0,122.55,245.1,314.5,69.4,2,12663,11,6,0,0,0,1
0,2,1,71.32,77.8,80.5,2.7,1,7061,9,4,0,0,1,1
